Date_reported,ind_cum_cases,usa_cum_cases,brazil_cum_cases,russia_cum_cases,ind_new_cases,usa_new_cases,china_new_cases,russia_new_cases,brazil_new_cases
2021-02-17,10937320,27300556,9866710,4112151,11610,0,15,12828,32197
2021-02-18,10950201,27300556,9921981,4125598,12881,0,28,13447,55271
2021-02-19,10963394,27838036,9978747,4139031,13193,537480,20,13433,56766
2021-02-20,10977387,27838036,10030626,4151984,13993,0,22,12953,51879
2021-02-21,10991651,27838036,10081676,4164726,14264,0,23,12742,51050
2021-02-22,11005850,27838036,10139148,4177330,14199,0,31,12604,57472
2021-02-23,11016434,27838036,10168174,4189153,10584,0,26,11823,29026
2021-02-24,11030176,27838036,10195160,4200902,13742,0,24,11749,26986
2021-02-25,11046914,27838036,10257875,4212100,16738,0,28,11198,62715
2021-02-26,11063491,28313481,10324463,4223186,16577,475445,24,11086,66588
2021-02-27,11079979,28313481,10390461,4234720,16488,0,34,11534,65998
2021-02-28,11096731,28313481,10455630,4246079,16752,0,42,11359,65169
2021-03-01,11112241,28313481,10517232,4257650,15510,0,42,11571,61602
2021-03-02,11124527,28313481,10551259,4268215,12286,0,25,10565,34027
2021-03-03,11139516,28313481,10587001,4278750,14989,0,23,10535,35742
2021-03-04,11156923,28313481,10646926,4290135,17407,0,27,11385,59925
2021-03-05,11173761,28755736,10718630,4301159,16838,442255,20,11024,71704
2021-03-06,11192088,28755736,10793732,4312181,18327,0,21,11022,75102
2021-03-07,11210799,28755736,10869227,4322776,18711,0,28,10595,75495
2021-03-08,11229398,28755736,10938836,4333029,18599,0,37,10253,69609
2021-03-09,11244786,28755736,11019344,4342474,15388,0,24,9445,80508
2021-03-10,11262707,28755736,11051665,4351553,17921,0,27,9079,32321
2021-03-11,11285561,28755736,11122429,4360823,22854,0,20,9270,70764
2021-03-12,11308846,29147299,11202305,4370617,23285,391563,31,9794,79876
2021-03-13,11333728,29147299,11277717,4380525,24882,0,73,9908,75412
2021-03-14,11359048,29147299,11363380,4390608,25320,0,57,10083,85663
2021-03-15,11385339,29147299,11439558,4400045,26291,0,30,9437,76178
2021-03-16,11409831,29147299,11483370,4409438,24492,0,48,9393,43812
2021-03-17,11438734,29147299,11519609,4418436,28903,0,22,8998,36239
2021-03-18,11474605,29147299,11603535,4428239,35871,0,17,9803,83926
2021-03-19,11514331,29528841,11693838,4437938,39726,381542,29,9699,90303
2021-03-20,11555284,29528841,11780820,4447570,40953,0,23,9632,86982
2021-03-21,11599130,29528841,11871390,4456869,43846,0,21,9299,90570
2021-03-22,11646081,29528841,11950459,4466153,46951,0,16,9284,79069
2021-03-23,11686796,29528841,11998233,4474610,40715,0,27,8457,47774
2021-03-24,11734058,29528841,12047526,4483471,47262,0,23,8861,49293
2021-03-25,11787534,29528841,12130019,4492692,53476,0,23,9221,82493
2021-03-26,11846652,29930570,12220011,4501859,59118,401729,23,9167,89992
2021-03-27,11908910,29930570,12320169,4510744,62258,0,24,8885,100158
2021-03-28,11971624,29930570,12404414,4519832,62714,0,21,9088,84245
2021-03-29,12039644,29930570,12490362,4528543,68020,0,18,8711,85948
2021-03-30,12095855,29930570,12534688,4536820,56211,0,17,8277,44326
2021-03-31,12149335,29930570,12573615,4545095,53480,0,19,8275,38927
2021-04-01,12221665,29930570,12658109,4554264,72330,0,28,9169,84494
2021-04-02,12303131,30377059,12748747,4563056,81466,446489,28,8792,90638
2021-04-03,12392260,30377059,12839844,4572077,89129,0,48,9021,91097
2021-04-04,12485509,30377059,12910082,4580894,93249,0,29,8817,70238
2021-04-05,12589067,30377059,12953597,4589540,103558,0,41,8646,43515
2021-04-06,12686049,30377059,12984956,4597868,96982,0,41,8328,31359
2021-04-07,12801785,30377059,13013601,4606162,115736,0,21,8294,28645
2021-04-08,12928574,30377059,13100580,4614834,126789,0,33,8672,86979
2021-04-09,13060542,30832718,13193205,4623984,131968,455659,31,9150,92625
2021-04-10,13205926,30832718,13279857,4632688,145384,0,32,8704,86652
2021-04-11,13358805,30832718,13373174,4641390,152879,0,17,8702,93317
2021-04-12,13527717,30832718,13445006,4649710,168912,0,30,8320,71832
2021-04-13,13689453,30832718,13482023,4657883,161736,0,23,8173,37017
2021-04-14,13873825,30832718,13517808,4666209,184372,0,29,8326,35785
2021-04-15,14074564,30832718,13599994,4675153,200739,0,20,8944,82186
2021-04-16,14291917,31322968,13673507,4684148,217353,490250,18,8995,73513
2021-04-17,14526609,31322968,13746681,4693469,234692,0,34,9321,73174
2021-04-18,14788109,31322968,13832455,4702101,261500,0,36,8632,85774
2021-04-19,15061919,31322968,13900091,4710690,273810,0,42,8589,67636
2021-04-20,15321089,31322968,13943071,4718854,259170,0,25,8164,42980
2021-04-21,15616130,31322968,13973695,4727125,295041,0,31,8271,30624
2021-04-22,15930965,31322968,14043076,4736121,314835,0,11,8996,69381
2021-04-23,16263695,31761410,14122795,4744961,332730,438442,37,8840,79719
2021-04-24,16610481,31761410,14167973,4753789,346786,0,22,8828,45178
2021-04-25,16960172,31761410,14237078,4762569,349691,0,23,8780,69105
2021-04-26,17313163,31761410,14308215,4771372,352991,0,20,8803,71137
2021-04-27,17636307,31761410,14340787,4779425,323144,0,19,8053,32572
2021-04-28,17997267,31761410,14369423,4787273,360960,0,26,7848,28636
2021-04-29,18376524,31761410,14441563,4796557,379257,0,33,9284,72140
2021-04-30,18762976,32125174,14521289,4805288,386452,363764,33,8731,79726
2021-05-01,19164969,32125174,14590678,4814558,401993,0,27,9270,69389
2021-05-02,19557457,32125174,14659011,4823255,392488,0,27,8697,68333
2021-05-03,19925604,32125174,14725975,4831744,368147,0,18,8489,66964
2021-05-04,20282833,32125174,14754910,4839514,357229,0,27,7770,28935
2021-05-05,20665148,32125174,14779529,4847489,382315,0,19,7975,24619
2021-05-06,21077410,32125174,14856888,4855128,412262,0,18,7639,77359
2021-05-07,21491598,32447078,14930183,4863514,414188,321904,28,8386,73295
2021-05-08,21892676,32447078,15003563,4871843,401078,0,14,8329,73380
2021-05-09,22296414,32447078,15082449,4880262,403738,0,22,8419,78886
2021-05-10,22662575,32447078,15145879,4888727,366161,0,13,8465,63430
2021-05-11,22992517,32447078,15184790,4896842,329942,0,33,8115,38911
2021-05-12,23340938,32447078,15209990,4905059,348421,0,28,8217,25200
2021-05-13,23703665,32447078,15282705,4913439,362727,0,32,8380,72715
2021-05-14,24046809,32698197,15359397,4922901,343144,251119,35,9462,76692
2021-05-15,24372907,32698197,15433989,4931691,326098,0,49,8790,74592
2021-05-16,24684077,32698197,15519525,4940245,311170,0,206,8554,85536
2021-05-17,24965463,32698197,15586534,4949573,281386,0,234,9328,67009
2021-05-18,25228996,32698197,15627475,4957756,263533,0,357,8183,40941
2021-05-19,25496330,32698197,15657391,4965676,267334,0,258,7920,29916
2021-05-20,25772440,32698197,15732836,4974908,276110,0,286,9232,75445
2021-05-21,26031991,32905148,15812055,4983845,259551,206951,319,8937,79219
2021-05-22,26289290,32905148,15894094,4992554,257299,0,326,8709,82039
2021-05-23,26530132,32905148,15970949,5001505,240842,0,742,8951,76855
2021-05-24,26752447,32905148,16047439,5009911,222315,0,474,8406,76490
2021-05-25,26948874,32905148,16083258,5017795,196427,0,611,7884,35819
2021-05-26,27157795,32905148,16120756,5026168,208921,0,558,8373,37498
2021-05-27,27369093,32905148,16194209,5035207,211298,0,654,9039,73453
2021-05-28,27555457,33065050,16274695,5044459,186364,159902,678,9252,80486
2021-05-29,27729247,33065050,16342162,5053748,173790,0,572,9289,67467
2021-05-30,27894800,33065050,16391930,5063442,165553,0,504,9694,49768
2021-05-31,28047534,33065050,16471600,5071917,152734,0,382,8475,79670
2021-06-01,28175044,33065050,16515120,5081417,127510,0,377,9500,43520
2021-06-02,28307832,33065050,16545554,5090249,132788,0,361,8832,30434
2021-06-03,28441986,33065050,16624480,5099182,134154,0,573,8933,78926
2021-06-04,28574350,33175481,16720081,5108129,132364,110431,609,8947,95601
2021-06-05,28694879,33175481,16803472,5117274,120529,0,498,9145,83391
2021-06-06,28809339,33175481,16841408,5126437,114460,0,541,9163,37936
2021-06-07,28909975,33175481,16907425,5135866,100636,0,562,9429,66017
2021-06-08,28996473,33175481,16947062,5145843,86498,0,24,9977,39637
2021-06-09,29089069,33175481,16984218,5156250,92596,0,237,10407,37156
2021-06-10,29183121,33175481,17037129,5167949,94052,0,289,11699,52911
2021-06-11,29274823,33275113,17122877,5180454,91702,99632,281,12505,85748
2021-06-12,29359155,33275113,17210969,5193964,84332,0,317,13510,88092
2021-06-13,29439989,33275113,17296118,5208687,80834,0,288,14723,85149
2021-06-14,29510410,33275113,17374818,5222408,70421,0,198,13721,78700
2021-06-15,29570881,33275113,17412766,5236593,60471,0,206,14185,37948
2021-06-16,29633105,33275113,17452612,5249990,62224,0,156,13397,39846
2021-06-17,29700313,33275113,17533221,5264047,67208,0,190,14057,80609
2021-06-18,29762793,33361597,17628588,5281309,62480,86484,197,17262,95367
2021-06-19,29823546,33361597,17702630,5299215,60753,0,219,17906,74042
2021-06-20,29881965,33361597,17801462,5316826,58419,0,152,17611,98832
2021-06-21,29935221,33361597,17883750,5334204,53256,0,127,17378,82288
2021-06-22,29977861,33361597,17927928,5350919,42640,0,101,16715,44178
2021-06-23,30028709,33361597,17966831,5368513,50848,0,109,17594,38903
2021-06-24,30082778,33361597,18054653,5388695,54069,0,121,20182,87822
2021-06-25,30134445,33443569,18169881,5409088,51667,81972,161,20393,115228
2021-06-26,30183143,33443569,18243483,5430753,48698,0,105,21665,73602
2021-06-27,30233183,33443569,18322760,5451291,50040,0,96,20538,79277
2021-06-28,30279331,33443569,18386894,5472941,46148,0,117,21650,64134
2021-06-29,30316897,33443569,18420598,5493557,37566,0,81,20616,33704
2021-06-30,30362848,33443569,18448402,5514599,45951,0,64,21042,27804
2021-07-01,30411634,33443569,18513305,5538142,48786,0,69,23543,64903
2021-07-02,30458251,33537488,18557141,5561360,46617,93919,72,23218,43836
2021-07-03,30502362,33537488,18622304,5585799,44111,0,92,24439,65163
2021-07-04,30545433,33537488,18687469,5610941,43071,0,96,25142,65165
2021-07-05,30585229,33537488,18742025,5635294,39796,0,64,24353,54556
2021-07-06,30619932,33537488,18769808,5658672,34703,0,53,23378,27783
2021-07-07,30663665,33537488,18792511,5682634,43733,0,87,23962,22703
2021-07-08,30709557,33537488,18855015,5707452,45892,0,58,24818,62504
2021-07-09,30752950,33647111,18909037,5733218,43393,109623,47,25766,54022
2021-07-10,30795716,33647111,18962762,5758300,42766,0,63,25082,53725
2021-07-11,30837222,33647111,19020499,5783333,41506,0,58,25033,57737
2021-07-12,30874376,33647111,19069003,5808473,37154,0,59,25140,48504
2021-07-13,30907282,33647111,19089940,5833175,32906,0,53,24702,20937
2021-07-14,30946074,33647111,19106971,5857002,38792,0,53,23827,17031
2021-07-15,30987880,33647111,19151993,5882295,41806,0,58,25293,45022
2021-07-16,31026829,33826383,19209729,5907999,38949,179272,54,25704,57736
2021-07-17,31064908,33826383,19262518,5933115,38079,0,63,25116,52789
2021-07-18,31106065,33826383,19308109,5958133,41157,0,45,25018,45591
2021-07-19,31144229,33826383,19342448,5982766,38164,0,51,24633,34339
2021-07-20,31174322,33826383,19376574,6006536,30093,0,86,23770,34126
2021-07-21,31216337,33826383,19391845,6030240,42015,0,53,23704,15271
2021-07-22,31257720,33826383,19419437,6054711,41383,0,81,24471,27592
2021-07-23,31293062,34115005,19473954,6078522,35342,288622,82,23811,54517
2021-07-24,31332159,34115005,19523711,6102469,39097,0,61,23947,49757
2021-07-25,31371901,34115005,19632443,6126541,39742,0,59,24072,108732
2021-07-26,31411262,34115005,19670534,6149780,39361,0,93,23239,38091
2021-07-27,31440951,34115005,19688663,6172812,29689,0,82,23032,18129
2021-07-28,31484605,34115005,19707662,6195232,43654,0,104,22420,18999
2021-07-29,31528114,34115005,19749073,6218502,43509,0,70,23270,41411
2021-07-30,31572344,34568534,19797086,6242066,44230,453529,84,23564,48013
2021-07-31,31613993,34568534,19839369,6265873,41649,0,82,23807,42283
2021-08-01,31655824,34568534,19880273,6288677,41831,0,87,22804,40904
2021-08-02,31695958,34568534,19917855,6312185,40134,0,115,23508,37582
2021-08-03,31726507,34568534,19938358,6334195,30549,0,107,22010,20503
2021-08-04,31769132,34568534,19953501,6356784,42625,0,123,22589,15143
2021-08-05,31812114,34568534,19985817,6379904,42982,0,108,23120,32316
2021-08-06,31856757,35237892,20026533,6402564,44643,669358,141,22660,40716
2021-08-07,31895385,35237892,20066587,6424884,38628,0,121,22320,40054
2021-08-08,31934455,35237892,20108746,6447750,39070,0,113,22866,42159
2021-08-09,31969954,35237892,20151779,6469910,35499,0,134,22160,43033
2021-08-10,31998158,35237892,20165672,6491288,28204,0,153,21378,13893
2021-08-11,32036511,35237892,20177757,6512859,38353,0,123,21571,12085
2021-08-12,32077706,35237892,20212642,6534791,41195,0,98,21932,34885
2021-08-13,32117826,36138698,20245085,6557068,40120,900806,110,22277,32443
2021-08-14,32156493,36138698,20285067,6579212,38667,0,87,22144,39982
2021-08-15,32192576,36138698,20319000,6600836,36083,0,62,21624,33933
2021-08-16,32225513,36138698,20350142,6621601,32937,0,61,20765,31142
2021-08-17,32250679,36138698,20364099,6642559,25166,0,55,20958,13957
2021-08-18,32285857,36138698,20378570,6663473,35178,0,49,20914,14471
2021-08-19,32322258,36138698,20416183,6684531,36401,0,60,21058,37613
2021-08-20,32358829,37138869,20457897,6705523,36571,1000171,44,20992,41714
2021-08-21,32393286,37138869,20494212,6726523,34457,0,31,21000,36315
2021-08-22,32424234,37138869,20528099,6747087,30948,0,45,20564,33887
2021-08-23,32449306,37138869,20556487,6766541,25072,0,36,19454,28388
2021-08-24,32474773,37138869,20570891,6785374,25467,0,46,18833,14404
2021-08-25,32512366,37138869,20583994,6804910,37593,0,33,19536,13103
2021-08-26,32558530,37138869,20614866,6824540,46164,0,32,19630,30872
2021-08-27,32603188,38145816,20645537,6844049,44658,1006947,43,19509,30671
2021-08-28,32649947,38145816,20676561,6863541,46759,0,45,19492,31024
2021-08-29,32695030,38145816,20703906,6882827,45083,0,45,19286,27345
2021-08-30,32737939,38145816,20728605,6901152,42909,0,53,18325,24699
2021-08-31,32768880,38145816,20741815,6918965,30941,0,48,17813,13210
2021-09-01,32810845,38145816,20752281,6937333,41965,0,25,18368,10466
2021-09-02,32857937,38145816,20776870,6956318,47092,0,35,18985,24589
2021-09-03,32903289,39321676,20804215,6975174,45352,1175860,28,18856,27345
2021-09-04,32945907,39321676,20830495,6993954,42618,0,38,18780,26280
2021-09-05,32988673,39321676,20856060,7012599,42766,0,30,18645,25565
2021-09-06,33027621,39321676,20877864,7030455,38948,0,32,17856,21804
2021-09-07,33058843,39321676,20890779,7047880,31222,0,54,17425,12915
2021-09-08,33096718,39321676,20899933,7065904,37875,0,37,18024,9154
2021-09-09,33139981,39321676,20913578,7084284,43263,0,39,18380,13645
2021-09-10,33174954,40362631,20928008,7102625,34973,1040955,25,18341,14430
2021-09-11,33208330,40362631,20958899,7121516,33376,0,37,18891,30891
2021-09-12,33236921,40362631,20974850,7140070,28591,0,55,18554,15951
2021-09-13,33264175,40362631,20989164,7158248,27254,0,66,18178,14314
2021-09-14,33289579,40362631,20999779,7176085,25404,0,98,17837,10615
2021-09-15,33316755,40362631,21006424,7194926,27176,0,80,18841,6645
2021-09-16,33347325,40362631,21019830,7214520,30570,0,86,19594,13406
2021-09-17,33381728,41444903,21034610,7234425,34403,1082272,96,19905,14780
2021-09-18,33417390,41444903,21069017,7254754,35662,0,57,20329,34407
2021-09-19,33448163,41444903,21080219,7274928,30773,0,77,20174,11202
2021-09-20,33478419,41444903,21230325,7294672,30256,0,64,19744,150106
2021-09-21,33504534,41444903,21239783,7313851,26115,0,83,19179,9458
2021-09-22,33531498,41444903,21247667,7333557,26964,0,47,19706,7884
2021-09-23,33563421,41444903,21247094,7354995,31923,0,51,21438,-573
2021-09-24,33594803,42362987,21283567,7376374,31382,918084,65,21379,36473
2021-09-25,33624419,42362987,21308178,7398415,29616,0,53,22041,24611
2021-09-26,33652745,42362987,21327616,7420913,28326,0,43,22498,19438
2021-09-27,33678786,42362987,21343304,7443149,26041,0,51,22236,15688
2021-09-28,33697581,42362987,21351972,7464708,18795,0,43,21559,8668
2021-09-29,33716451,42362987,21366395,7487138,18870,0,53,22430,14423
2021-09-30,33739980,42362987,21381790,7511026,23529,0,38,23888,15395
2021-10-01,33766707,43161825,21399546,7535548,26727,798838,44,24522,17756
2021-10-02,33791061,43161825,21427073,7560767,24354,0,56,25219,27527
2021-10-03,33813903,43161825,21445651,7586536,22842,0,43,25769,18578
2021-10-04,33834702,43161825,21459117,7612317,20799,0,33,25781,13466
2021-10-05,33853048,43161825,21468121,7637427,18346,0,38,25110,9004
2021-10-06,33871881,43161825,21478546,7662560,18833,0,41,25133,10425
2021-10-07,33894312,43161825,21499074,7690110,22431,0,36,27550,20528
2021-10-08,33915569,43865434,21516967,7717356,21257,703609,34,27246,17893
2021-10-09,33935309,43865434,21532558,7746718,19740,0,33,29362,15591
2021-10-10,33953475,43865434,21550730,7775365,18166,0,36,28647,18172
2021-10-11,33971607,43865434,21567181,7804774,18132,0,32,29409,16451
2021-10-12,33985920,43865434,21575820,7832964,14313,0,30,28190,8639
2021-10-13,34001743,43865434,21582738,7861681,15823,0,30,28717,6918
2021-10-14,34020730,43865434,21590097,7892980,18987,0,28,31299,7359
2021-10-15,34037592,44482443,21597949,7925176,16862,617009,19,32196,7852
2021-10-16,34053573,44482443,21612237,7958384,15981,0,27,33208,14288
2021-10-17,34067719,44482443,21627476,7992687,14146,0,37,34303,15239
2021-10-18,34081315,44482443,21638726,8027012,13596,0,28,34325,11250
2021-10-19,34094373,44482443,21644464,8060752,13058,0,30,33740,5738
2021-10-20,34108996,44482443,21651910,8094825,14623,0,38,34073,7446
2021-10-21,34127450,44482443,21664879,8131164,18454,0,29,36339,12969
2021-10-22,34143236,45014011,21680488,8168305,15786,531568,51,37141,15609
2021-10-23,34159562,45014011,21697341,8205983,16326,0,60,37678,16853
2021-10-24,34175468,45014011,21711843,8241643,15906,0,56,35660,14502
2021-10-25,34189774,45014011,21723559,8279573,14306,0,47,37930,11716
2021-10-26,34202202,45014011,21729763,8316019,12428,0,55,36446,6204
2021-10-27,34215653,45014011,21735560,8352601,13451,0,66,36582,5797
2021-10-28,34231809,45014011,21748984,8392697,16156,0,52,40096,13424
2021-10-29,34246157,45517621,21766168,8432546,14348,503610,72,39849,17184
2021-10-30,34260470,45517621,21781436,8472797,14313,0,88,40251,15268
2021-10-31,34273300,45517621,21793401,8513790,12830,0,81,40993,11965
2021-11-01,34285814,45517621,21804094,8554192,12514,0,99,40402,10693
2021-11-02,34296237,45517621,21810855,8593200,10423,0,77,39008,6761
2021-11-03,34308140,45517621,21814693,8633643,11903,0,115,40443,3838
2021-11-04,34321025,45517621,21821124,8673860,12885,0,114,40217,6431
2021-11-05,34333754,46020470,21835785,8714595,12729,502849,87,40735,14661
2021-11-06,34344683,46020470,21849137,8755930,10929,0,63,41335,13352
2021-11-07,34355536,46020470,21862458,8795095,10853,0,82,39165,13321
2021-11-08,34366987,46020470,21874324,8834495,11451,0,94,39400,11866
2021-11-09,34377113,46020470,21880439,8873655,10126,0,65,39160,6115
2021-11-10,34388579,46020470,21886077,8911713,11466,0,61,38058,5638
2021-11-11,34401670,46020470,21897025,8952472,13091,0,72,40759,10948
2021-11-12,34414186,46557423,21909298,8992595,12516,536953,110,40123,12273
2021-11-13,34426036,46557423,21924598,9031851,11850,0,86,39256,15300
2021-11-14,34437307,46557423,21939196,9070674,11271,0,95,38823,14598
2021-11-15,34447536,46557423,21953838,9109094,10229,0,61,38420,14642
2021-11-16,34456401,46557423,21957967,9145912,8865,0,37,36818,4129
2021-11-17,34466598,46557423,21960766,9182538,10197,0,34,36626,2799
2021-11-18,34478517,46557423,21965684,9219912,11919,0,43,37374,4918
2021-11-19,34489623,47171330,21977661,9257068,11106,613907,31,37156,11977
2021-11-20,34499925,47171330,21989962,9294188,10302,0,34,37120,12301
2021-11-21,34510413,47171330,22003317,9331158,10488,0,24,36970,13355
2021-11-22,34518901,47171330,22012150,9366839,8488,0,49,35681,8833
2021-11-23,34526480,47171330,22017276,9400835,7579,0,25,33996,5126
2021-11-24,34535763,47171330,22019870,9434393,9283,0,35,33558,2594
2021-11-25,34544882,47171330,22030182,9468189,9119,0,30,33796,10312
2021-11-26,34555431,47839921,22043112,9502879,10549,668591,29,34690,12930
2021-11-27,34563749,47839921,22055238,9536825,8318,0,41,33946,12126
2021-11-28,34572523,47839921,22067630,9570373,8774,0,38,33548,12392
2021-11-29,34580832,47839921,22076863,9604233,8309,0,54,33860,9233
2021-11-30,34587822,47839921,22080906,9636881,6990,0,50,32648,4043
2021-12-01,34596776,47839921,22084749,9669718,8954,0,124,32837,3843
2021-12-02,34606541,47839921,22094459,9703107,9765,0,84,33389,9710
2021-12-03,34615757,48455260,22105872,9736037,9216,615339,119,32930,11413
2021-12-04,34624360,48455260,22118782,9769011,8603,0,104,32974,12910
2021-12-05,34633255,48455260,22129409,9801613,8895,0,74,32602,10627
2021-12-06,34641561,48455260,22138247,9833749,8306,0,74,32136,8838
2021-12-07,34648383,48455260,22143091,9864845,6822,0,109,31096,4844
2021-12-08,34656822,48455260,22147476,9895597,8439,0,100,30752,4385
2021-12-09,34666241,48455260,22157726,9925806,9419,0,88,30209,10250
2021-12-10,34674744,49298343,22167781,9956679,8503,843083,87,30873,10055
2021-12-11,34682736,49298343,22177059,9986967,7992,0,107,30288,9278
2021-12-12,34690510,49298343,22184824,10016896,7774,0,86,29929,7765
2021-12-13,34697860,49298343,22188179,10046454,7350,0,112,29558,3355
2021-12-14,34703644,49298343,22189867,10074797,5784,0,83,28343,1688
2021-12-15,34710628,49298343,22191949,10103160,6984,0,82,28363,2082
2021-12-16,34718602,49298343,22195775,10131646,7974,0,85,28486,3826
2021-12-17,34726049,50136678,22201221,10159389,7447,838335,98,27743,5446
2021-12-18,34733194,50136678,22204941,10186823,7145,0,147,27434,3720
2021-12-19,34740275,50136678,22209020,10214790,7081,0,101,27967,4079
2021-12-20,34746838,50136678,22212343,10241812,6563,0,116,27022,3323
2021-12-21,34752164,50136678,22213762,10267719,5326,0,99,25907,1419
2021-12-22,34758481,50136678,22215856,10292983,6317,0,95,25264,2094
2021-12-23,34765976,50136678,22219477,10318650,7495,0,121,25667,3621
2021-12-24,34772626,51290556,22222928,10343353,6650,1153878,102,24703,3451
2021-12-25,34779815,51290556,22226573,10368299,7189,0,165,24946,3645
2021-12-26,34786802,51290556,22230737,10392020,6987,0,249,23721,4164
2021-12-27,34793333,51290556,22230737,10415230,6531,0,233,23210,0
2021-12-28,34799691,51290556,22239436,10437152,6358,0,235,21922,8699
2021-12-29,34808886,51290556,22246276,10458271,9195,0,222,21119,6840
2021-12-30,34822040,51290556,22254706,10479344,13154,0,233,21073,8430
2021-12-31,34838804,53408873,22263834,10499982,16764,2118317,232,20638,9128
2022-01-01,34861579,53408873,22277239,10519733,22775,0,291,19751,13405
2022-01-02,34889132,53408873,22287521,10537966,27553,0,230,18233,10282
2022-01-03,34922882,53408873,22291507,10554309,33750,0,207,16343,3986
2022-01-04,34960261,53408873,22293228,10570212,37379,0,229,15903,1721
2022-01-05,35018358,53408873,22305078,10585984,58097,0,164,15772,11850
2022-01-06,35109286,53408873,22323837,10601300,90928,0,253,15316,18759
2022-01-07,35226386,57480586,22351104,10618035,117100,4071713,250,16735,27267
2022-01-08,35368372,57480586,22386930,10634603,141986,0,252,16568,35826
2022-01-09,35528004,57480586,22450222,10650849,159632,0,246,16246,63292
2022-01-10,35707727,57480586,22499525,10666679,179723,0,249,15830,49303
2022-01-11,35875790,57480586,22523907,10684204,168063,0,248,17525,24382
2022-01-12,36070510,57480586,22558695,10702150,194720,0,312,17946,34788
2022-01-13,36317927,57480586,22629460,10723305,247417,0,308,21155,70765
2022-01-14,36582129,62905193,22716091,10747125,264202,5424607,280,23820,86631
2022-01-15,36850962,62905193,22814917,10774304,268833,0,241,27179,98826
2022-01-16,37122164,62905193,22927203,10803534,271202,0,202,29230,112286
2022-01-17,37380253,62905193,22975723,10834260,258089,0,285,30726,48520
2022-01-18,37618271,62905193,23000657,10865512,238018,0,243,31252,24934
2022-01-19,37901241,62905193,23074791,10899411,282970,0,171,33899,74134
2022-01-20,38218773,62905193,23211894,10938261,317532,0,135,38850,137103
2022-01-21,38566027,68440322,23416748,10987774,347254,5535129,124,49513,204854
2022-01-22,38903731,68440322,23585243,11044986,337704,0,154,57212,168495
2022-01-23,39237264,68440322,23751782,11108191,333533,0,210,63205,166539
2022-01-24,39543328,68440322,23909175,11173300,306064,0,286,65109,157393
2022-01-25,39799202,68440322,24044255,11241109,255874,0,232,67809,135080
2022-01-26,40085116,68440322,24124595,11315801,285914,0,175,74692,80340
2022-01-27,40371500,68440322,24311317,11404617,286384,0,261,88816,186722
2022-01-28,40622709,72809959,24535884,11502657,251209,4369637,295,98040,224567
2022-01-29,40858241,72809959,24764838,11615779,235532,0,238,113122,228954
2022-01-30,41092522,72809959,25034806,11737007,234281,0,248,121228,269968
2022-01-31,41302440,72809959,25214622,11861077,209918,0,193,124070,179816
2022-02-01,41469499,72809959,25348797,11986913,167059,0,213,125836,134175
2022-02-02,41630885,72809959,25426744,12128796,161386,0,252,141883,77947
2022-02-03,41803318,72809959,25620209,12284564,172433,0,207,155768,193465
2022-02-04,41952712,75485573,25793112,12452765,149394,2675614,227,168201,172903
2022-02-05,42080664,75485573,26091520,12630047,127952,0,229,177282,298408
2022-02-06,42188138,75485573,26275831,12810118,107474,0,466,180071,184311
2022-02-07,42272014,75485573,26473273,12982023,83876,0,463,171905,197442
2022-02-08,42339611,75485573,26533010,13147666,67597,0,767,165643,59737
2022-02-09,42410976,75485573,26599593,13330769,71365,0,783,183103,66583
2022-02-10,42478060,75485573,26776620,13527845,67084,0,1244,197076,177027
2022-02-11,42536137,76954541,26955434,13731794,58077,1468968,1170,203949,178814
2022-02-12,42586544,76954541,27119500,13935560,50407,0,1503,203766,164066
2022-02-13,42631421,76954541,27285509,14133509,44877,0,1641,197949,166009
2022-02-14,42665534,76954541,27425743,14313965,34113,0,1483,180456,140234
2022-02-15,42692943,76954541,27479963,14480596,27409,0,2205,166631,54220
2022-02-16,42723558,76954541,27538503,14659880,30615,0,1765,179284,58540
2022-02-17,42754315,76954541,27659052,14840502,30757,0,4441,180622,120549
2022-02-18,42780235,77870735,27806786,15020573,25920,916194,6271,180071,147734
2022-02-19,42802505,77870735,27937835,15199720,22270,0,3833,179147,131049
2022-02-20,42822473,77870735,28058862,15370419,19968,0,6331,170699,121027
2022-02-21,42838524,77870735,28167587,15522756,16051,0,6281,152337,108725
2022-02-22,42851929,77870735,28208212,15657928,13405,0,7720,135172,40625
2022-02-23,42867031,77870735,28245551,15795570,15102,0,6460,137642,37339
2022-02-24,42881179,77870735,28351327,15928568,14148,0,8916,132998,105776
2022-02-25,42894345,78412227,28484890,16052028,13166,541492,9103,123460,133563
2022-02-26,42905844,78412227,28578647,16175203,11499,0,38163,123175,93757
2022-02-27,42916117,78412227,28578647,16291116,10273,0,23704,115913,0
2022-02-28,42924130,78412227,28744050,16398036,8013,0,26321,106920,165403
2022-03-01,42931045,78412227,28768104,16495369,6915,0,34722,97333,24054
2022-03-02,42938599,78412227,28787620,16592824,7554,0,32865,97455,19516
2022-03-03,42945160,78412227,28811165,16685850,6561,0,55617,93026,23545
2022-03-04,42951556,78775994,28842160,16775024,6396,363767,57192,89174,30995
2022-03-05,42957477,78775994,28904030,16861793,5921,0,52868,86769,61870
2022-03-06,42962953,78775994,28973799,16941656,5476,0,37938,79863,69769
2022-03-07,42967315,78775994,29033052,17014818,4362,0,31378,73162,59253
